question,answerKey,predicted,correct,confidence,all_probs,all_scores
What is eating too much dinner likely to result in?,C,D,False,0.6303167939186096,"{'A': 0.18291758000850677, 'B': 0.1801418960094452, 'C': 0.0061742039397358894, 'D': 0.6303167939186096, 'E': 0.00044958360376767814}","{'A': 5.751624089316465, 'B': 5.7363335872069, 'C': 2.3629684963519444, 'D': 6.988811016082764, 'E': -0.25684507623858127}"
What is a person chatting with friends likely hoping to accomplish?,E,D,False,0.8748051524162292,"{'A': 0.0019637627992779016, 'B': 0.013143512420356274, 'C': 0.00039990979712456465, 'D': 0.8748051524162292, 'E': 0.10968764126300812}","{'A': 5.717659480248888, 'B': 7.618725299835205, 'C': 4.126280874013901, 'D': 11.81679863575846, 'E': 9.740433603525162}"
"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",D,B,False,0.7417805790901184,"{'A': 0.0033123453613370657, 'B': 0.7417805790901184, 'C': 0.18967273831367493, 'D': 0.049813590943813324, 'E': 0.015420785173773766}","{'A': 5.385502971295258, 'B': 10.796899318695068, 'C': 9.433146231807768, 'D': 8.096134662628174, 'E': 6.923562526702881}"
"A fox was thirsty searching for water during the drought, where was he?",C,E,False,0.5811461806297302,"{'A': 0.01159741822630167, 'B': 0.009295633994042873, 'C': 0.00030956720001995564, 'D': 0.3976512551307678, 'E': 0.5811461806297302}","{'A': 4.786511421203613, 'B': 4.565273649990559, 'C': 1.1631490559896822, 'D': 8.321304286713712, 'E': 8.700730858370662}"
What might be the result of a season of successful skiing?,E,E,True,0.5992789268493652,"{'A': 0.03923744335770607, 'B': 0.17559733986854553, 'C': 0.15680554509162903, 'D': 0.029080789536237717, 'E': 0.5992789268493652}","{'A': 1.6996584767475724, 'B': 3.1982204616069794, 'C': 3.0850332975387573, 'D': 1.40010475673868, 'E': 4.425754077732563}"
"The sensor would just the distance then set off an alarm, the installation expert explained it was called a what kind of sensor?",D,E,False,0.7056071758270264,"{'A': 0.1559411883354187, 'B': 0.002500045346096158, 'C': 0.07284747064113617, 'D': 0.06310413777828217, 'E': 0.7056071758270264}","{'A': 8.441880226135254, 'B': 4.308709911536425, 'C': 7.680768728256226, 'D': 7.537187576293945, 'E': 9.951459646224976}"
"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",B,D,False,0.47122061252593994,"{'A': 0.22578534483909607, 'B': 0.00746392784640193, 'C': 0.1016530767083168, 'D': 0.47122061252593994, 'E': 0.19387707114219666}","{'A': 7.65384295489639, 'B': 4.244340032959978, 'C': 6.855823941761628, 'D': 8.389584375545382, 'E': 7.501482352924844}"
"The evacuation became mandatory, so what came on the TV?",A,E,False,0.9740005731582642,"{'A': 0.012217880226671696, 'B': 0.0001727673370623961, 'C': 0.00029377758619375527, 'D': 0.013314994983375072, 'E': 0.9740005731582642}","{'A': 7.234363555908203, 'B': 2.975653648376465, 'C': 3.5065306424658047, 'D': 7.3203538277884945, 'E': 11.612874746322632}"
The person gave a good hands on what to show how to do the work?,A,E,False,0.7799947261810303,"{'A': 0.024599429219961166, 'B': 0.13551251590251923, 'C': 0.01447112113237381, 'D': 0.045422185212373734, 'E': 0.7799947261810303}","{'A': 2.2729244232177734, 'B': 3.9792652130126953, 'C': 1.742356300354004, 'D': 2.886201858520508, 'E': 5.729488372802734}"
Where would you see some people doing jumping jacks?,A,A,True,0.9291493892669678,"{'A': 0.9291493892669678, 'B': 0.0010653049685060978, 'C': 0.003525148145854473, 'D': 0.0007273049559444189, 'E': 0.06553284078836441}","{'A': 9.670042783021927, 'B': 2.8990345001220703, 'C': 4.095695859752595, 'D': 2.5173639161512256, 'E': 7.018324851989746}"
"The body guard was good at his duties, he made the person who hired him what?",C,B,False,0.5998706817626953,"{'A': 0.005543496459722519, 'B': 0.5998706817626953, 'C': 0.0013396436115726829, 'D': 0.3156905770301819, 'E': 0.07755562663078308}","{'A': 4.310958981513977, 'B': 8.995047569274902, 'C': 2.8907371759414673, 'D': 8.35309612751007, 'E': 6.949328899383545}"
"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",C,E,False,0.8550523519515991,"{'A': 0.03148525208234787, 'B': 0.014756307005882263, 'C': 0.09580767899751663, 'D': 0.002898415783420205, 'E': 0.8550523519515991}","{'A': 6.755495071411133, 'B': 5.997646480798721, 'C': 7.868318557739258, 'D': 4.3701399512792705, 'E': 10.057138442993164}"
"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",D,E,False,0.5166422724723816,"{'A': 0.0012469661887735128, 'B': 0.001279368414543569, 'C': 0.009663623757660389, 'D': 0.47116780281066895, 'E': 0.5166422724723816}","{'A': 2.179089477208133, 'B': 2.204742356824378, 'C': 4.226744430760542, 'D': 8.113590061664581, 'E': 8.205726623535156}"
Where is there usually a fiddle playing?,C,A,False,0.6687477231025696,"{'A': 0.6687477231025696, 'B': 0.2616482079029083, 'C': 0.018987221643328667, 'D': 0.0013227731687948108, 'E': 0.0492941178381443}","{'A': 7.262039981782436, 'B': 6.3236341048032045, 'C': 3.700399398803711, 'D': 1.03636388189625, 'E': 4.654438216350779}"
What is the only was to recover from exhaustion?,B,B,True,0.7177065014839172,"{'A': 0.27341529726982117, 'B': 0.7177065014839172, 'C': 0.006344431545585394, 'D': 0.0008157046395353973, 'E': 0.0017180643044412136}","{'A': 6.989058863371611, 'B': 7.954127699136734, 'C': 3.2256447372298376, 'D': 1.1743640038985177, 'E': 1.9192654942259346}"
What would you do if you want to be able to earn money?,A,D,False,0.999692440032959,"{'A': 2.054198193945922e-05, 'B': 4.157556395512074e-05, 'C': 0.00017451494932174683, 'D': 0.999692440032959, 'E': 7.092030864441767e-05}","{'A': 2.466513091077407, 'B': 3.171554799967756, 'C': 4.606051982060308, 'D': 13.259244829416275, 'E': 3.705599303396108}"
What is a grumpy person likely to have?,A,A,True,0.7493811845779419,"{'A': 0.7493811845779419, 'B': 0.005035276059061289, 'C': 0.0019938084296882153, 'D': 0.010412787087261677, 'E': 0.23317700624465942}","{'A': 11.053412914276123, 'B': 6.050634019076824, 'C': 5.124212265014648, 'D': 6.777200199663639, 'E': 9.885963916778564}"
What do drugs do?,E,B,False,0.739666759967804,"{'A': 4.647620880859904e-05, 'B': 0.739666759967804, 'C': 0.0034042485058307648, 'D': 0.009077013470232487, 'E': 0.24780553579330444}","{'A': 3.2035131454467773, 'B': 12.878528043627739, 'C': 7.497352045262232, 'D': 8.478073537349701, 'E': 11.784972593188286}"
A beaver can destroy a machines functionality if they build their dam in this?,C,A,False,0.4298202693462372,"{'A': 0.4298202693462372, 'B': 0.25607526302337646, 'C': 0.03496405482292175, 'D': 0.27541884779930115, 'E': 0.003721455344930291}","{'A': 7.150773160159588, 'B': 6.632877349853516, 'C': 4.6417264450283255, 'D': 6.7056987917167135, 'E': 2.4015203773354488}"
"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A,D,False,0.7291935086250305,"{'A': 0.001369547680951655, 'B': 0.08921698480844498, 'C': 0.17951712012290955, 'D': 0.7291935086250305, 'E': 0.000702816469129175}","{'A': 3.807380143708239, 'B': 7.983971118927002, 'C': 8.683170408010483, 'D': 10.084838807582855, 'E': 3.1402402805785337}"
Where could a fungus grow and not be disturbed by sunlight?,A,A,True,0.5507848262786865,"{'A': 0.5507848262786865, 'B': 0.20114772021770477, 'C': 0.00018192052084486932, 'D': 0.0005311372806318104, 'E': 0.2473544478416443}","{'A': 8.808819755911827, 'B': 7.801514907274395, 'C': 0.7932902663984958, 'D': 1.8647407717071474, 'E': 8.008297734893858}"
Can you name a good reason for attending school?,A,D,False,0.537495493888855,"{'A': 0.012628760188817978, 'B': 0.2454046756029129, 'C': 0.0007480408530682325, 'D': 0.537495493888855, 'E': 0.2037230134010315}","{'A': 3.4968972206115723, 'B': 6.463829040527344, 'C': 0.6706226699170657, 'D': 7.247840873897076, 'E': 6.277681663632393}"
What state south of Kentucky and north of Alabama will you find people playing the fiddle?,B,C,False,0.7359670996665955,"{'A': 0.12945635616779327, 'B': 0.004049052484333515, 'C': 0.7359670996665955, 'D': 0.0823802798986435, 'E': 0.04814714938402176}","{'A': 8.166211666772142, 'B': 4.70135122763304, 'C': 9.90405405126512, 'D': 7.714214468374848, 'E': 7.177130214249094}"
"Though she made the cut years ago, its figurative scars would never what?",D,D,True,0.5374975204467773,"{'A': 0.0007543903193436563, 'B': 0.024732040241360664, 'C': 0.08412303030490875, 'D': 0.5374975204467773, 'E': 0.35289299488067627}","{'A': 0.6600208282470703, 'B': 4.149965651333332, 'C': 5.374146461486816, 'D': 7.228790283203125, 'E': 6.80803108215332}"
What does sex often make happen in people?,B,E,False,0.5245121717453003,"{'A': 0.04475627839565277, 'B': 0.00036406362778507173, 'C': 0.39624401926994324, 'D': 0.03412344679236412, 'E': 0.5245121717453003}","{'A': 8.288442727178335, 'B': 3.476784225553274, 'C': 10.469241321086884, 'D': 8.017195723950863, 'E': 10.749679815024137}"
Where would you see people in uniform playing with a ball?,E,A,False,0.6482011079788208,"{'A': 0.6482011079788208, 'B': 0.20090429484844208, 'C': 0.008042894303798676, 'D': 0.022471105679869652, 'E': 0.12038052827119827}","{'A': 6.373997688293457, 'B': 5.202625274658203, 'C': 1.9845855309783171, 'D': 3.012027057353407, 'E': 4.690454687923193}"
What kind of place could have a seafood restaurant?,C,C,True,0.8071883916854858,"{'A': 0.0013069083215668797, 'B': 0.08565300703048706, 'C': 0.8071883916854858, 'D': 0.08565300703048706, 'E': 0.020198658108711243}","{'A': 1.1336510033579543, 'B': 5.316291116178036, 'C': 7.559544086456299, 'D': 5.316291116178036, 'E': 3.8716033017844893}"
Who was the head of the branch yelling at?,C,C,True,0.9859419465065002,"{'A': 0.009488114155828953, 'B': 0.0005086981109343469, 'C': 0.9859419465065002, 'D': 0.004052645992487669, 'E': 8.54652898851782e-06}","{'A': 8.081620216369629, 'B': 5.155679702758789, 'C': 12.725177764892578, 'D': 7.230950355529785, 'E': 1.069350242614746}"
"He made another call, he did this all day hoping people would what well to his offer?",B,E,False,0.9961684346199036,"{'A': 0.0027349574957042933, 'B': 0.0005648036021739244, 'C': 1.539675758976955e-05, 'D': 0.0005163616733625531, 'E': 0.9961684346199036}","{'A': 6.4734420739114285, 'B': 4.8960490226745605, 'C': 1.2937278747558594, 'D': 4.806378364562988, 'E': 12.371242840774357}"
"She needs to visit a bookshop after buying the latest fashion, where should she look?",B,B,True,0.9095174074172974,"{'A': 0.0010407984955236316, 'B': 0.9095174074172974, 'C': 0.0045012375339865685, 'D': 0.08368345350027084, 'E': 0.0012571255210787058}","{'A': 3.7471108436584473, 'B': 10.520036697387695, 'C': 5.211475106421858, 'D': 8.134163856506348, 'E': 3.9359503217662377}"
Where could you see an advertisement while reading news?,D,A,False,0.6515895128250122,"{'A': 0.6515895128250122, 'B': 0.2859499752521515, 'C': 0.002759390277788043, 'D': 0.05895179882645607, 'E': 0.0007492888835258782}","{'A': 7.551782608032227, 'B': 6.728184700012207, 'C': 2.0873775482177734, 'D': 5.149087894707918, 'E': 0.7837374208126372}"
What is required to be good at playing tennis?,B,E,False,0.9871494174003601,"{'A': 0.009487018920481205, 'B': 0.002408900996670127, 'C': 9.112262887356337e-06, 'D': 0.0009455846739001572, 'E': 0.9871494174003601}","{'A': 6.884007975459099, 'B': 5.513254165649414, 'C': -0.06405067443847656, 'D': 4.5781314969062805, 'E': 11.528904914855957}"
What state is the John Davis  Lodge toll road found in?,D,D,True,0.7636600136756897,"{'A': 0.02350340224802494, 'B': 0.002285452326759696, 'C': 0.14661824703216553, 'D': 0.7636600136756897, 'E': 0.06393297016620636}","{'A': 7.109806708991528, 'B': 4.779225334428095, 'C': 8.940493956208229, 'D': 10.590784442145377, 'E': 8.110496406205735}"
"The man went to clown college, he had always want to run away with the what?",A,A,True,0.8309051990509033,"{'A': 0.8309051990509033, 'B': 0.00026807779795490205, 'C': 0.03361127898097038, 'D': 0.05497937649488449, 'E': 0.08023606985807419}","{'A': 9.764987230300903, 'B': 1.725993000320159, 'C': 6.557332992553711, 'D': 7.049429419217631, 'E': 7.427444696426392}"
