question,answerKey,predicted,correct,confidence,all_probs,all_scores
Where do you put your grapes just before checking out?,B,E,False,0.2854748191022733,"{'A': 0.00396185773219268, 'B': 0.21681698156375837, 'C': 0.210023802584427, 'D': 0.28372253901734873, 'E': 0.2854748191022733}","{'A': -4.566226005554199, 'B': -0.5638854503631592, 'C': -0.5957181751728058, 'D': -0.2949422597885132, 'E': -0.2887852191925049}"
"Before getting a divorce, what did the wife feel who was doing all the work?",C,A,False,0.43099962156674876,"{'A': 0.43099962156674876, 'B': 0.11608076840632944, 'C': 0.04190556923948406, 'D': 0.3474055721368727, 'E': 0.06360846865056514}","{'A': -2.028742790222168, 'B': -3.3405637741088867, 'C': -4.359431266784668, 'D': -2.244357109069824, 'E': -3.942103385925293}"
Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,C,D,False,0.4740733636364915,"{'A': 0.1542675453417255, 'B': 0.07720066570699781, 'C': 0.013054765284531306, 'D': 0.4740733636364915, 'E': 0.28140366003025397}","{'A': -0.6985031887888908, 'B': -1.3907835111021996, 'C': -3.1680383682250977, 'D': 0.42417049407958984, 'E': -0.0974014401435852}"
James was cooling off two quickly.  He would die if he didn't find some way to stop what?,A,B,False,0.32903766283485725,"{'A': 0.2189866192685884, 'B': 0.32903766283485725, 'C': 0.0779829500801188, 'D': 0.09994128518972155, 'E': 0.2740514826267141}","{'A': -0.3522099244097867, 'B': 0.05495166778564453, 'C': -1.384730339050293, 'D': -1.1366376876831055, 'E': -0.12790457159280777}"
"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C,D,False,0.6612512314295733,"{'A': 0.06471226448064177, 'B': 0.017564114271506257, 'C': 0.04034508152464205, 'D': 0.6612512314295733, 'E': 0.21612730829363658}","{'A': -3.0113091468811035, 'B': -4.315402030944824, 'C': -3.483790397644043, 'D': -0.6871260441839695, 'E': -1.8053922653198242}"
"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",D,D,True,0.3671183300959805,"{'A': 0.1378190351482252, 'B': 0.21843849011405883, 'C': 0.0015871682008774292, 'D': 0.3671183300959805, 'E': 0.2750369764408581}","{'A': -0.8463708460330963, 'B': -0.3858078659977764, 'C': -5.310360908508301, 'D': 0.13337189028970897, 'E': -0.15540678271402886}"
What is it called when you slowly cook using a grill?,E,C,False,0.3118167711923417,"{'A': 0.14352387806618952, 'B': 0.09815220876099905, 'C': 0.3118167711923417, 'D': 0.1884577415374118, 'E': 0.258049400443058}","{'A': -1.385310173034668, 'B': -1.7652921676635742, 'C': -0.6093958485871553, 'D': -1.112937793135643, 'E': -0.7986605508873863}"
What type of person typically contracts illness?,D,C,False,0.29505151634305143,"{'A': 0.1875398666892413, 'B': 0.04215341342220518, 'C': 0.29505151634305143, 'D': 0.2124879327881724, 'E': 0.2627672707573297}","{'A': -0.8148279190063477, 'B': -2.3075037002563477, 'C': -0.3616693913936615, 'D': -0.6899341642856598, 'E': -0.4775506258010864}"
Where would you expect to find a pizzeria while shopping?,D,A,False,0.4119609613134202,"{'A': 0.4119609613134202, 'B': 0.06936362176914491, 'C': 0.24490800557025824, 'D': 0.15198458775247944, 'E': 0.12178282359469716}","{'A': 0.2993644664529711, 'B': -1.4822015762329102, 'C': -0.2206814717501402, 'D': -0.6977850049734116, 'E': -0.9193248003721237}"
"When eating everything on the tasting menu, what does one tend to feel?",B,C,False,0.3061735333628603,"{'A': 0.2647174268608712, 'B': 0.2914463324714942, 'C': 0.3061735333628603, 'D': 0.021346870885902283, 'E': 0.11631583641887204}","{'A': -0.42423975095152855, 'B': -0.3280468136072159, 'C': -0.2787506505846977, 'D': -2.941997528076172, 'E': -1.2465934753417969}"
What does playing soccer for a long time lead to?,E,E,True,0.7580935421990134,"{'A': 0.05461193026405586, 'B': 0.07165361083086164, 'C': 0.005502490385829817, 'D': 0.11013842632023924, 'E': 0.7580935421990134}","{'A': -3.1703662872314453, 'B': -2.898775100708008, 'C': -5.465417861938477, 'D': -2.4688806533813477, 'E': -0.5398118644952774}"
Which entrance would you use if you do not want to use the back entrance?,B,A,False,0.30949292272527434,"{'A': 0.30949292272527434, 'B': 0.21153623012281347, 'C': 0.017819584033023337, 'D': 0.15853004539356147, 'E': 0.30262121772532746}","{'A': -0.9264001846313477, 'B': -1.3069391250610352, 'C': -3.7810373306274414, 'D': -1.5953912734985352, 'E': -0.9488534927368164}"
You can share files with someone if you have a connection to a what?,D,D,True,0.42996371827381197,"{'A': 0.09537623834579541, 'B': 0.10724093248536887, 'C': 0.26792227107139105, 'D': 0.42996371827381197, 'E': 0.09949683982363267}","{'A': -1.3994903564453125, 'B': -1.2822418212890625, 'C': -0.3666229248046875, 'D': 0.10638099908828735, 'E': -1.357193946838379}"
"The accelerator was controller via a hand throttle, and the foot pedals controlled the steering in the small what?",E,C,False,0.6469395564372077,"{'A': 0.06670858253799467, 'B': 0.16531270997068573, 'C': 0.6469395564372077, 'D': 0.02865775108095191, 'E': 0.09238139997315997}","{'A': -1.378605842590332, 'B': -0.4711005687713623, 'C': 0.8933134078979492, 'D': -2.223515510559082, 'E': -1.053013801574707}"
"Sean was lying about the body, but he was very scared.  He constantly worried about what?",C,A,False,0.4136875749575377,"{'A': 0.4136875749575377, 'B': 0.11469850237579954, 'C': 0.3750690202843614, 'D': 0.035086949700658655, 'E': 0.06145795268164271}","{'A': -0.16256193071603775, 'B': -1.4453660026192665, 'C': -0.26056290666262294, 'D': -2.6298437118530273, 'E': -2.069319725036621}"
"The drug kingpin told his man to run errands, this was code to go to all the dealers to do what they had?",D,C,False,0.3408879934934206,"{'A': 0.07394766136069676, 'B': 0.25979853246754847, 'C': 0.3408879934934206, 'D': 0.19801334982056693, 'E': 0.12735246285776736}","{'A': -2.3189520835876465, 'B': -1.0624031921227775, 'C': -0.7907556891441345, 'D': -1.3339751958847046, 'E': -1.775351107120514}"
"Though he could've kept going his body appreciated the rest, it had been constantly what during the day?",D,D,True,0.3542474924577631,"{'A': 0.09738309061852982, 'B': 0.28431937884840447, 'C': 0.1884310329850312, 'D': 0.3542474924577631, 'E': 0.07561900509027145}","{'A': -2.2973523139953613, 'B': -1.2259067222476006, 'C': -1.637272834777832, 'D': -1.0060091018676758, 'E': -2.550297260284424}"
Too many people want exotic snakes.  The demand is driving what to carry them?,D,D,True,0.50710419638371,"{'A': 0.030041540315620188, 'B': 0.04560423270368481, 'C': 0.19235300700727326, 'D': 0.50710419638371, 'E': 0.22489702358971178}","{'A': -2.4155235290527344, 'B': -1.9981040954589844, 'C': -0.5587723680461449, 'D': 0.4106118679046631, 'E': -0.4024620056152344}"
"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?",E,E,True,0.3326712567153628,"{'A': 0.2317070781186997, 'B': 0.14133577992731738, 'C': 0.19439388673629565, 'D': 0.09989199850232447, 'E': 0.3326712567153628}","{'A': -0.9092789888381958, 'B': -1.403614491224289, 'C': -1.0848665237426758, 'D': -1.7506633810698986, 'E': -0.5475981831550598}"
To prevent any glare during the big football game he made sure to clean the dust of his what?,A,D,False,0.5407160764233379,"{'A': 0.18488981196671805, 'B': 0.05628719848546562, 'C': 0.08304694354013366, 'D': 0.5407160764233379, 'E': 0.13505996958434477}","{'A': -1.413212776184082, 'B': -2.602505683898926, 'C': -2.213566780090332, 'D': -0.3400784842669964, 'E': -1.7272539138793945}"
"I have something in my head I want to share, what ways can I do that?",C,E,False,0.25190307963024144,"{'A': 0.22889284892750644, 'B': 0.2051732662147014, 'C': 0.18181888515425781, 'D': 0.13221192007329283, 'E': 0.25190307963024144}","{'A': -0.13222185522317886, 'B': -0.2416210174560547, 'C': -0.3624647855758667, 'D': -0.6810697503387932, 'E': -0.03643143177032471}"
"He wanted a house that was gated off from other places, where should he start looking?",B,A,False,0.319721090051712,"{'A': 0.319721090051712, 'B': 0.11835876396344669, 'C': 0.2726282423047517, 'D': 0.15263916979770623, 'E': 0.1366527338823834}","{'A': -1.6164932250976562, 'B': -2.6102218627929688, 'C': -1.7758331298828125, 'D': -2.355865478515625, 'E': -2.4664993286132812}"
Where in Southern Europe would you find many canals?,D,A,False,0.2478509714780093,"{'A': 0.2478509714780093, 'B': 0.13552093583703373, 'C': 0.22326659741380295, 'D': 0.17476484521680996, 'E': 0.218596650054344}","{'A': -0.3795666607717674, 'B': -0.9832681684444347, 'C': -0.4840277433395386, 'D': -0.7289529761765152, 'E': -0.5051660537719727}"
What would a camper need to do before he or she can start cooking food?,D,C,False,0.2946238202495954,"{'A': 0.16934095655998965, 'B': 0.08663215338994795, 'C': 0.2946238202495954, 'D': 0.21116334157839053, 'E': 0.23823972822207662}","{'A': -1.675041913986206, 'B': -2.3452850580215454, 'C': -1.1212567339340844, 'D': -1.4543241262435913, 'E': -1.3336786627769475}"
What could happen to a paper if you leave it outside even if it does not move?,C,E,False,0.30139832237844366,"{'A': 0.28505173564675224, 'B': 0.05725331352512104, 'C': 0.15366371156011896, 'D': 0.20263291688956417, 'E': 0.30139832237844366}","{'A': -0.6693461909890175, 'B': -2.274531364440918, 'C': -1.2872503598531089, 'D': -1.0106208324432373, 'E': -0.6135841632882757}"
"Mark's semen was very thick, but after his vasectomy it was also what?",D,C,False,0.3261554301819106,"{'A': 0.15114844209231917, 'B': 0.06785508665665396, 'C': 0.3261554301819106, 'D': 0.19550065791387444, 'E': 0.25934038315524177}","{'A': -1.7137336730957031, 'B': -2.5146217346191406, 'C': -0.9446220397949219, 'D': -1.4564323425292969, 'E': -1.1738546676933765}"
What is a great place to lay in the sun?,D,B,False,0.30576005708954923,"{'A': 0.24134794248785135, 'B': 0.30576005708954923, 'C': 0.13914505893384504, 'D': 0.18992751988965553, 'E': 0.12381942159909895}","{'A': -0.36230871081352234, 'B': -0.1257476806640625, 'C': -0.9130313694477081, 'D': -0.6019058227539062, 'E': -1.02972412109375}"
Where would you find a seafood restaurant in the east coast of North America?,A,A,True,0.29520341818433954,"{'A': 0.29520341818433954, 'B': 0.21944552437361875, 'C': 0.13193599543325035, 'D': 0.15444361988016847, 'E': 0.19897144212862278}","{'A': 0.4700715634971857, 'B': 0.17351091280579567, 'C': -0.33527618646621704, 'D': -0.17776399850845337, 'E': 0.07556819915771484}"
The president is the leader of what institution?,E,A,False,0.3261876266318113,"{'A': 0.3261876266318113, 'B': 0.16263557871547848, 'C': 0.09207373176480874, 'D': 0.1255295853369768, 'E': 0.2935734775509248}","{'A': -0.04595181532204151, 'B': -0.7419125884771347, 'C': -1.3108348846435547, 'D': -1.0008831024169922, 'E': -0.15129661560058594}"
Sitting to close while watching TV can cause what sort of pain?,D,E,False,0.552138263263181,"{'A': 0.14648009672614493, 'B': 0.15658654957951978, 'C': 0.05216945462527082, 'D': 0.09262563580588344, 'E': 0.552138263263181}","{'A': -1.5295456498861313, 'B': -1.4628263210179284, 'C': -2.5619380474090576, 'D': -1.9878692626953125, 'E': -0.20263671875}"
Where is a bald eagle safe?,D,D,True,0.3308268820548442,"{'A': 0.0817503958025957, 'B': 0.11821668374312981, 'C': 0.1987405547021045, 'D': 0.3308268820548442, 'E': 0.27046548369732587}","{'A': -1.063363790512085, 'B': -0.694515198469162, 'C': -0.17503421300595345, 'D': 0.3345607817173004, 'E': 0.13311004638671875}"
"The game promised it was free, but the child's parents soon found themselves doing what for microtransactions?",D,D,True,0.5196831309323698,"{'A': 0.05768780153531976, 'B': 0.010092860281335157, 'C': 0.25141932313456083, 'D': 0.5196831309323698, 'E': 0.16111688411641437}","{'A': -2.998350143432617, 'B': -4.741567611694336, 'C': -1.5262737274169922, 'D': -0.8001766204833984, 'E': -1.9712657928466797}"
What kind of driving leads to accidents?,B,B,True,0.3704107144670583,"{'A': 0.028061242269798396, 'B': 0.3704107144670583, 'C': 0.15580772952404204, 'D': 0.09254149771568601, 'E': 0.35317881602341517}","{'A': -4.1785383224487305, 'B': -1.5983152389526367, 'C': -2.4643049240112305, 'D': -2.9852705001831055, 'E': -1.6459531784057617}"
What is eating too much dinner likely to result in?,C,B,False,0.3805611568852652,"{'A': 0.0800911237262898, 'B': 0.3805611568852652, 'C': 0.28471214403514017, 'D': 0.016201479123444835, 'E': 0.23843409622985998}","{'A': -2.435720467939973, 'B': -0.8772386088967323, 'C': -1.167406852046649, 'D': -4.033782958984375, 'E': -1.3447925549080542}"
What is a person chatting with friends likely hoping to accomplish?,E,A,False,0.37215878977219474,"{'A': 0.37215878977219474, 'B': 0.15366339111974994, 'C': 0.14801529525263166, 'D': 0.06734658545372539, 'E': 0.25881593840169825}","{'A': 0.1464847375949221, 'B': -0.7380714416503906, 'C': -0.7755202651023865, 'D': -1.562983676791191, 'E': -0.21671873331069946}"
"Jame's bare feet were burned as he walked, because the sunshine had made the surface hot.  Where might he have been?",D,A,False,0.3853710115516253,"{'A': 0.3853710115516253, 'B': 0.045960670993866776, 'C': 0.2820049114341866, 'D': 0.13507156076089316, 'E': 0.15159184525942818}","{'A': -0.3558225768307848, 'B': -2.482243061065674, 'C': -0.6681046262383461, 'D': -1.4042243957519531, 'E': -1.2888374328613281}"
"A fox was thirsty searching for water during the drought, where was he?",C,B,False,0.3722770142243341,"{'A': 0.0211072465302832, 'B': 0.3722770142243341, 'C': 0.30104906406036647, 'D': 0.13043366309014504, 'E': 0.1751330120948711}","{'A': -3.0013628005981445, 'B': -0.13134098052978516, 'C': -0.343705964585145, 'D': -1.1801144508644938, 'E': -0.8854334652423859}"
What might be the result of a season of successful skiing?,E,A,False,0.4039895385880065,"{'A': 0.4039895385880065, 'B': 0.09378913587313073, 'C': 0.09572619583665054, 'D': 0.3032639736322676, 'E': 0.10323115606994467}","{'A': -0.23609233647584915, 'B': -1.6964322924613953, 'C': -1.6759893298149109, 'D': -0.5228776931762695, 'E': -1.600510612130165}"
"The sensor would just the distance then set off an alarm, the installation expert explained it was called a what kind of sensor?",D,D,True,0.5285658600188079,"{'A': 0.24688653026614357, 'B': 0.03960959983288494, 'C': 0.06615928890887134, 'D': 0.5285658600188079, 'E': 0.11877872097329222}","{'A': 0.45305395126342773, 'B': -1.376803379273042, 'C': -0.8638095855712891, 'D': 1.2142925262451172, 'E': -0.2786126136779785}"
"The man was eating lunch, but rushed when he looked at his watch, why did he rush?",B,B,True,0.29599620468393045,"{'A': 0.128950367696586, 'B': 0.29599620468393045, 'C': 0.10527318357991385, 'D': 0.20932236273174096, 'E': 0.2604578813078287}","{'A': -1.0602366738021374, 'B': -0.22931762536366795, 'C': -1.2631055377423763, 'D': -0.575788788497448, 'E': -0.3572230935096741}"
"The evacuation became mandatory, so what came on the TV?",A,A,True,0.4514340682396498,"{'A': 0.4514340682396498, 'B': 0.14462092958099812, 'C': 0.24169434527224268, 'D': 0.09708826710739105, 'E': 0.06516238979971836}","{'A': 0.5060272216796875, 'B': -0.6322860717773438, 'C': -0.11872822046279907, 'D': -1.0307815773412585, 'E': -1.4295196533203125}"
The person gave a good hands on what to show how to do the work?,A,A,True,0.9893427562050016,"{'A': 0.9893427562050016, 'B': 0.002406960044765867, 'C': 0.004796060231978103, 'D': 0.0021594459424051434, 'E': 0.001294777575849304}","{'A': 3.444216251373291, 'B': -2.574460029602051, 'C': -1.8850297927856445, 'D': -2.6829729080200195, 'E': -3.194485664367676}"
Where would you see some people doing jumping jacks?,A,E,False,0.32830521809813973,"{'A': 0.16148592938171286, 'B': 0.04474697285813636, 'C': 0.24856638485241245, 'D': 0.21689549480959858, 'E': 0.32830521809813973}","{'A': -0.666965126991272, 'B': -1.9503593444824219, 'C': -0.235673189163208, 'D': -0.37196749448776245, 'E': 0.042560577392578125}"
"The body guard was good at his duties, he made the person who hired him what?",C,A,False,0.39676035719799063,"{'A': 0.39676035719799063, 'B': 0.3000160052893913, 'C': 0.11221980582569016, 'D': 0.1461264696902053, 'E': 0.044877361996722556}","{'A': -0.3027510941028595, 'B': -0.5822477340698242, 'C': -1.5656240582466125, 'D': -1.3016110807657242, 'E': -2.482150077819824}"
"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",C,D,False,0.3514367196815748,"{'A': 0.23543113403825125, 'B': 0.33714843326524424, 'C': 0.052715687219439124, 'D': 0.3514367196815748, 'E': 0.02326802579549057}","{'A': -0.8888334184885025, 'B': -0.529728576540947, 'C': -2.38533878326416, 'D': -0.4882221990264952, 'E': -3.203171730041504}"
"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",D,B,False,0.27780832569877045,"{'A': 0.24933548916348808, 'B': 0.27780832569877045, 'C': 0.20504061105776744, 'D': 0.17265050860580458, 'E': 0.09516506547416947}","{'A': -0.5267504081130028, 'B': -0.418618343770504, 'C': -0.7223416815201444, 'D': -0.8942803740501404, 'E': -1.4899368286132812}"
Where is there usually a fiddle playing?,C,E,False,0.33506304686563165,"{'A': 0.2012033565050766, 'B': 0.19416210531719952, 'C': 0.09513895045748934, 'D': 0.17443254085460286, 'E': 0.33506304686563165}","{'A': -0.5535354614257812, 'B': -0.5891581773757935, 'C': -1.3025131225585938, 'D': -0.6963135004043579, 'E': -0.04353286822636937}"
What is the only was to recover from exhaustion?,B,A,False,0.31266180097367136,"{'A': 0.31266180097367136, 'B': 0.20388927046869645, 'C': 0.17395301550794537, 'D': 0.16638466410664804, 'E': 0.14311124894303862}","{'A': 0.5224806992337108, 'B': 0.09493565559387207, 'C': -0.06385616213083267, 'D': -0.10833903774619102, 'E': -0.2590191066265106}"
What would you do if you want to be able to earn money?,A,A,True,0.33981697347699585,"{'A': 0.33981697347699585, 'B': 0.1461233117772237, 'C': 0.21399339853458432, 'D': 0.10210949467570547, 'E': 0.1979568215354906}","{'A': 0.016471723715464126, 'B': -0.8274845692018671, 'C': -0.44599026907235384, 'D': -1.185889720916748, 'E': -0.523886501789093}"
What is a grumpy person likely to have?,A,D,False,0.39217231916857886,"{'A': 0.08819261160420971, 'B': 0.3198858626077473, 'C': 0.105751076626102, 'D': 0.39217231916857886, 'E': 0.09399812999336211}","{'A': -2.188375949859619, 'B': -0.8999348878860474, 'C': -2.0068111419677734, 'D': -0.6961978077888489, 'E': -2.124624252319336}"
What do drugs do?,E,C,False,0.29334066646426843,"{'A': 0.11739333769071611, 'B': 0.15849375928937132, 'C': 0.29334066646426843, 'D': 0.1984237871544651, 'E': 0.23234844940117902}","{'A': -1.3212156295776367, 'B': -1.021030567586422, 'C': -0.40541116875829175, 'D': -0.7963407039642334, 'E': -0.638507604598999}"
A beaver can destroy a machines functionality if they build their dam in this?,C,C,True,0.3272215357571384,"{'A': 0.08025637972053014, 'B': 0.01977973631434627, 'C': 0.3272215357571384, 'D': 0.303011928600368, 'E': 0.2697304196076172}","{'A': -1.2974030822515488, 'B': -2.6979713439941406, 'C': 0.10800808171431209, 'D': 0.031142833875492215, 'E': -0.0852063248554864}"
"They decided to hash things out over drinks, after enough booze they were able to get close on a few things and what?",A,A,True,0.3012067791544551,"{'A': 0.3012067791544551, 'B': 0.10580817043094572, 'C': 0.17490798172383865, 'D': 0.15932259548853028, 'E': 0.2587544732022302}","{'A': -0.24127485354741385, 'B': -1.2874441146850586, 'C': -0.7848118394613266, 'D': -0.8781408071517944, 'E': -0.39319222420454025}"
Where could a fungus grow and not be disturbed by sunlight?,A,A,True,0.42847898655129824,"{'A': 0.42847898655129824, 'B': 0.09882209118741586, 'C': 0.19873797939289983, 'D': 0.18547237664558341, 'E': 0.08848856622280274}","{'A': 0.4293819069862366, 'B': -1.0375386155210435, 'C': -0.3388725196321807, 'D': -0.4079538322985172, 'E': -1.1479864418506622}"
Can you name a good reason for attending school?,A,C,False,0.3779149537055646,"{'A': 0.26421901177081575, 'B': 0.004926186454750176, 'C': 0.3779149537055646, 'D': 0.15361583059186662, 'E': 0.1993240174770029}","{'A': -0.967180073261261, 'B': -4.949393272399902, 'C': -0.6092892424203455, 'D': -1.5095035433769226, 'E': -1.2490266934037209}"
What state south of Kentucky and north of Alabama will you find people playing the fiddle?,B,B,True,0.2791820463566409,"{'A': 0.2394155891756894, 'B': 0.2791820463566409, 'C': 0.06680104438764559, 'D': 0.1721821745315803, 'E': 0.24241914554844368}","{'A': -0.27606743667274714, 'B': -0.1224042804290848, 'C': -1.5525496304035187, 'D': -0.605715274810791, 'E': -0.26360011100769043}"
"Though she made the cut years ago, its figurative scars would never what?",D,B,False,0.4028890243378674,"{'A': 0.16436059292520552, 'B': 0.4028890243378674, 'C': 0.014790224237151893, 'D': 0.38240356690403504, 'E': 0.03555659159574012}","{'A': -2.079671859741211, 'B': -1.1830734610557556, 'C': -4.487768173217773, 'D': -1.2352581024169922, 'E': -3.6106090545654297}"
What does sex often make happen in people?,B,A,False,0.3604231135214046,"{'A': 0.3604231135214046, 'B': 0.2573268854470703, 'C': 0.13534408043741464, 'D': 0.21114378693011773, 'E': 0.035762133663992626}","{'A': -0.13768668472766876, 'B': -0.474618136882782, 'C': -1.11714506149292, 'D': -0.6724259853363037, 'E': -2.4480757266283035}"
Where would you see people in uniform playing with a ball?,E,C,False,0.3400898350102076,"{'A': 0.045172441950671834, 'B': 0.06320134151401462, 'C': 0.3400898350102076, 'D': 0.2971156919060474, 'E': 0.2544206896190584}","{'A': -2.533191680908203, 'B': -2.1973533630371094, 'C': -0.5144690871238708, 'D': -0.6495572924613953, 'E': -0.8046897351741791}"
What kind of place could have a seafood restaurant?,C,A,False,0.37984714799707,"{'A': 0.37984714799707, 'B': 0.1463473049568295, 'C': 0.07153685653487518, 'D': 0.1463473049568295, 'E': 0.2559213855543957}","{'A': 0.14791106766400208, 'B': -0.805875264108181, 'C': -1.5216450691223145, 'D': -0.805875264108181, 'E': -0.24698755238205194}"
Who was the head of the branch yelling at?,C,A,False,0.6222694591242314,"{'A': 0.6222694591242314, 'B': 0.0688203463918181, 'C': 0.1583241597488719, 'D': 0.03221365443443635, 'E': 0.11837238030064218}","{'A': 0.3558492660522461, 'B': -1.846024513244629, 'C': -1.0128793716430664, 'D': -2.605133533477783, 'E': -1.3036885261535645}"
"He made another call, he did this all day hoping people would what well to his offer?",B,A,False,0.3300897457893396,"{'A': 0.3300897457893396, 'B': 0.15134211332109637, 'C': 0.1305755893778613, 'D': 0.24131135526124026, 'E': 0.1466811962504625}","{'A': -0.08970807492733002, 'B': -0.8695297241210938, 'C': -1.017120361328125, 'D': -0.402984619140625, 'E': -0.9008111506700516}"
"She needs to visit a bookshop after buying the latest fashion, where should she look?",B,A,False,0.38042041851724606,"{'A': 0.38042041851724606, 'B': 0.04499708402358924, 'C': 0.20128922998459345, 'D': 0.2246041503372426, 'E': 0.14868911713732855}","{'A': 0.21952438354492188, 'B': -1.9151549339294434, 'C': -0.41700979322195053, 'D': -0.30741310119628906, 'E': -0.719894958039125}"
Where could you see an advertisement while reading news?,D,E,False,0.33993927749688757,"{'A': 0.21362192756706705, 'B': 0.08091797355520242, 'C': 0.11098636366793853, 'D': 0.25453445771290445, 'E': 0.33993927749688757}","{'A': -0.4987163543701172, 'B': -1.4694881439208984, 'C': -1.1535167694091797, 'D': -0.32348789274692535, 'E': -0.034157107273737886}"
What is required to be good at playing tennis?,B,A,False,0.32090569282863385,"{'A': 0.32090569282863385, 'B': 0.26895432958868176, 'C': 0.09678579773514616, 'D': 0.28696094911278, 'E': 0.02639323073475806}","{'A': -0.2894625663757324, 'B': -0.4660682678222656, 'C': -1.4881095886230469, 'D': -0.4012637138366699, 'E': -2.7875022888183594}"
What state is the John Davis  Lodge toll road found in?,D,B,False,0.3296291511542823,"{'A': 0.2268283531729508, 'B': 0.3296291511542823, 'C': 0.08318147999981743, 'D': 0.18061184128223723, 'E': 0.1797491743907121}","{'A': -0.19864711165428162, 'B': 0.17512754847606038, 'C': -1.2018159627914429, 'D': -0.42649048450402915, 'E': -0.43127828619132424}"
"The man went to clown college, he had always want to run away with the what?",A,D,False,0.3418757859879914,"{'A': 0.12489577931637835, 'B': 0.3405741665221511, 'C': 0.07371768174734826, 'D': 0.3418757859879914, 'E': 0.11893658642613093}","{'A': -2.3295421600341797, 'B': -1.3263888657093048, 'C': -2.856779098510742, 'D': -1.3225743118673563, 'E': -2.3784313201904297}"
